user_pseudo_id,device_category,country,traffic_medium,count_view_item,count_add_to_cart,count_begin_checkout,target_has_purchased
6201348.2774855651,desktop,Chile,organic,1,0,0,0
6214211.4576775993,mobile,United States,organic,0,0,0,0
6254545.4787394122,desktop,United States,cpc,0,0,0,0
6337084.9247020422,mobile,United States,organic,3,0,0,0
6390947.6030356006,desktop,Slovenia,referral,0,0,0,0
6394042.3255066835,mobile,Spain,<Other>,0,0,0,0
6398330.9398481864,desktop,France,(none),0,0,0,0
6433558.5493945356,mobile,India,referral,4,0,0,0
6467263.9243398867,desktop,Turkey,<Other>,0,0,0,0
6471742.9467409837,mobile,Canada,<Other>,0,0,0,0
6472413.1744436238,mobile,India,referral,2,0,0,0
6484642.0583638806,mobile,United States,organic,0,0,0,0
6485089.4611678328,mobile,United States,referral,13,0,0,0
6491123.6792493423,desktop,Spain,referral,0,0,0,0
6513698.9723353874,mobile,United States,referral,22,0,3,1
6518027.9243417304,desktop,United States,referral,0,0,0,0
6534546.8221136282,desktop,United States,<Other>,0,0,0,0
6544738.3857554071,tablet,United States,organic,1,0,0,0
6603816.5140292624,desktop,Netherlands,referral,18,0,2,1
6680046.3012524475,desktop,United States,referral,0,0,0,0
6686090.0733009299,desktop,Russia,organic,0,0,0,0
6688716.9771847757,desktop,United States,<Other>,0,0,0,0
6703495.4183385769,desktop,Austria,organic,0,0,0,0
6710858.0202255585,mobile,United States,(none),0,0,0,0
6723501.1513621672,desktop,India,referral,0,0,0,0
6728358.9880194797,mobile,Germany,<Other>,0,0,0,0
6741058.8820530968,mobile,South Korea,organic,0,0,0,0
6775282.4408078508,desktop,France,organic,1,0,2,0
6782049.7519336776,desktop,United States,organic,0,0,0,0
6812763.6494600372,mobile,Canada,organic,0,0,0,0
6817059.6752942348,mobile,United States,organic,2,0,0,0
6843402.5818490018,mobile,China,(none),0,0,0,0
6844815.2586101539,desktop,United States,<Other>,1,0,0,0
6856109.9041075450,desktop,United States,organic,0,0,0,0
6873051.7184267606,mobile,United States,(none),0,0,0,0
6880004.6367550245,mobile,Canada,cpc,53,0,1,0
6891901.8667943390,desktop,Lithuania,(none),0,0,0,0
6926311.9640711140,mobile,United States,(none),0,0,0,0
6929662.3924837073,mobile,Singapore,organic,3,0,0,0
6938913.7420147643,mobile,United States,organic,2,0,0,0
6944348.6213811261,desktop,United States,organic,0,0,0,0
6963325.5935004937,desktop,Paraguay,referral,1,0,0,0
6975778.8778313437,mobile,United States,organic,0,0,0,0
6976674.5517059993,desktop,Finland,organic,0,0,0,0
6979415.0843542216,desktop,Hong Kong,<Other>,2,0,0,0
7001392.7938742343,desktop,Indonesia,organic,34,0,0,0
7026576.1495040011,mobile,Netherlands,referral,0,0,0,0
7034370.5522984734,desktop,Spain,organic,1,0,0,0
7034499.3334759076,mobile,United States,<Other>,1,0,0,0
7080514.5694325296,mobile,United States,referral,0,0,0,0
7097736.0878453435,mobile,United States,referral,11,0,3,0
7150507.5011880524,desktop,United States,<Other>,0,0,0,0
7179770.4251022266,desktop,Canada,organic,4,0,1,1
7180505.8717455611,desktop,United States,(none),1,0,0,0
7203813.4236369528,desktop,United States,(none),0,0,0,0
7226596.9807826156,desktop,Spain,<Other>,0,0,0,0
7230631.2184747301,mobile,Czechia,(none),0,0,0,0
7231496.5137226223,desktop,Canada,(none),0,0,0,0
7244097.9321120260,mobile,Canada,organic,2,0,0,0
7301840.8404397877,desktop,United States,organic,0,0,0,0
7303730.0094721382,mobile,United States,referral,0,0,0,0
7338489.7599843019,desktop,United States,<Other>,1,0,0,0
7338669.4999877444,mobile,India,organic,0,0,0,0
7364007.6258602634,desktop,Austria,cpc,0,0,0,0
7373591.3181117917,desktop,Canada,organic,0,0,0,0
7410597.7241496036,desktop,United Kingdom,organic,20,0,0,0
7458867.4941197606,mobile,Bulgaria,organic,0,0,0,0
7465485.1840116635,mobile,United States,referral,0,0,0,0
7485594.2220160775,mobile,United States,organic,0,0,0,0
7489028.8868644323,desktop,Germany,cpc,0,0,0,0
7489876.8830278829,mobile,United States,organic,0,0,0,0
7490293.7741418705,desktop,United Kingdom,cpc,0,0,0,0
7559131.1427225068,mobile,United States,organic,2,0,0,0
7595334.9974662449,mobile,United Kingdom,referral,0,0,0,0
7608452.3900602951,desktop,Sri Lanka,(data deleted),4,0,0,0
7650271.2168859967,desktop,United States,<Other>,8,0,0,0
7652047.3100589066,desktop,United States,referral,0,0,0,0
7681491.4487679799,mobile,United States,referral,0,0,0,0
7687638.5572671253,desktop,Spain,organic,0,0,0,0
7704018.3793943107,mobile,Brazil,organic,0,0,0,0
7749786.6287707927,mobile,United Kingdom,organic,0,0,0,0
7754322.5182796211,mobile,United States,organic,0,0,0,0
7792841.6593969795,desktop,Malta,<Other>,0,0,0,0
7799047.0484368414,desktop,Canada,organic,2,0,0,0
7818451.0345928997,mobile,Switzerland,referral,0,0,0,0
7855089.9963636435,mobile,United States,organic,2,0,0,0
7901057.7709507418,desktop,United States,organic,0,0,0,0
7926435.2986461452,mobile,Poland,<Other>,0,0,0,0
7965386.4801499106,desktop,India,referral,1,0,0,0
7983385.0973483447,mobile,Canada,<Other>,1,0,0,0
8015790.9983437705,desktop,United States,referral,0,0,0,0
8021000.7780099338,mobile,Canada,(none),0,0,0,0
8033238.1816180875,desktop,United States,organic,0,0,0,0
8040482.1942966542,mobile,United States,(none),20,0,0,0
8087729.0329575123,desktop,United States,<Other>,0,0,0,0
8096090.0625096052,desktop,Germany,organic,0,0,0,0
8119662.0096579780,mobile,Singapore,<Other>,0,0,0,0
8145182.7566576412,mobile,United States,<Other>,0,0,0,0
8158607.1542238088,desktop,United States,organic,1,0,0,0
8161575.9434283311,mobile,Taiwan,organic,5,0,0,0
8188203.0770922292,mobile,United States,<Other>,0,0,0,0
8217812.4276383724,desktop,Mexico,organic,0,0,0,0
8219476.4232234027,mobile,Netherlands,referral,8,0,0,0
8246245.1057629511,desktop,Japan,organic,1,0,0,0
8250486.0120617762,desktop,United States,referral,0,0,0,0
8262828.3433993592,mobile,Germany,organic,0,0,0,0
8285331.6649191546,desktop,United States,organic,5,0,0,0
8287056.9375436898,desktop,(not set),referral,0,0,0,0
8306546.1160359406,desktop,United States,organic,0,0,0,0
8348847.9484023851,desktop,United States,referral,0,0,0,0
8353614.6713450312,desktop,India,organic,0,0,0,0
8381360.2321503840,desktop,United States,organic,0,0,0,0
8422214.9227838302,desktop,United States,<Other>,0,0,0,0
8425506.9303042200,mobile,Spain,referral,0,0,0,0
8435794.6872177111,mobile,Canada,organic,8,0,0,0
8448834.2216268062,desktop,Denmark,<Other>,0,0,0,0
8493802.1505631608,mobile,Canada,<Other>,0,0,0,0
8510939.4034348853,mobile,Italy,(none),12,0,1,0
8521010.7174686504,mobile,United States,organic,0,0,0,0
8523000.7608623287,mobile,Netherlands,<Other>,0,0,0,0
8529257.3522486218,mobile,Canada,(data deleted),0,0,0,0
8581408.9799467096,desktop,Japan,(none),1,0,0,0
8581672.5069468086,desktop,India,<Other>,1,0,0,0
8592562.5949570440,desktop,India,organic,1,0,0,0
8598500.3829161746,mobile,Canada,referral,1,0,0,0
8612405.9117618388,mobile,United States,organic,0,0,0,0
8639096.5678174026,desktop,France,organic,1,0,0,0
8657286.0233745681,desktop,United States,referral,0,0,0,0
8672892.1777638796,desktop,South Korea,organic,33,0,0,0
8674320.3968322986,mobile,India,referral,11,0,5,1
8692054.6971186020,mobile,United States,<Other>,1,0,0,0
8703273.5213056589,desktop,India,organic,0,0,0,0
8758002.4354841939,desktop,Taiwan,organic,0,0,0,0
8829978.7168378770,desktop,United States,(none),0,0,0,0
8831530.0950836352,mobile,Pakistan,<Other>,0,0,0,0
8848953.8333091601,desktop,United States,referral,0,0,0,0
8854122.5100213961,desktop,United States,organic,0,0,0,0
8889403.1084446325,desktop,India,organic,0,0,0,0
8927251.2324195510,mobile,Taiwan,<Other>,1,0,0,0
8930156.4293153560,desktop,United States,organic,0,0,0,0
8932602.9335393506,desktop,United States,organic,0,0,0,0
8948313.4578448449,desktop,United States,<Other>,0,0,0,0
8997286.9465006779,desktop,United States,(none),0,0,0,0
9015642.6814678463,desktop,India,referral,2,0,0,0
9025947.3105673234,desktop,Morocco,organic,1,0,0,0
9028088.0411031550,desktop,Canada,<Other>,0,0,0,0
9041497.2764705583,mobile,Netherlands,<Other>,2,0,0,0
9043054.9308828380,desktop,Netherlands,referral,2,0,0,0
9061897.1243681879,mobile,Italy,(none),2,0,0,0
9064515.5144805259,desktop,United States,referral,0,0,0,0
9072538.3914506243,mobile,Japan,<Other>,2,0,0,0
9078902.8132751828,desktop,United States,referral,4,0,0,0
9107321.9065379572,desktop,United States,<Other>,0,0,0,0
9118871.6979926766,desktop,Colombia,(none),0,0,0,0
9172950.7150437494,desktop,Russia,(none),0,0,0,0
9205924.7253548970,mobile,United Kingdom,organic,0,0,0,0
9227732.5184651869,desktop,United States,<Other>,0,0,0,0
9347237.4321514307,mobile,India,<Other>,1,0,0,0
9431683.5830577678,desktop,United States,(none),8,0,2,1
9583096.8086764581,mobile,Norway,organic,0,0,0,0
10148707.7748756678,desktop,United States,(none),0,0,0,0
10226058.9700321707,desktop,India,organic,4,0,0,0
10276583.7783412490,desktop,Poland,referral,4,0,0,0
10290205.6124143112,mobile,Netherlands,organic,0,0,0,0
10361429.0141844277,desktop,Canada,cpc,0,0,0,0
10514781.0215485808,desktop,United States,organic,0,0,0,0
10555176.5648921941,desktop,United States,referral,0,0,0,0
10751735.0607845694,desktop,China,organic,0,0,0,0
10828522.4098051399,mobile,Singapore,referral,8,0,2,1
10914492.1446145410,mobile,France,cpc,0,0,0,0
11010562.5261173070,mobile,Denmark,organic,0,0,0,0
11320317.4811965805,desktop,Japan,organic,0,0,0,0
11612253.3188979495,desktop,United Kingdom,organic,0,0,0,0
12028026.0750894822,mobile,Taiwan,referral,1,0,0,0
12042906.8202458014,mobile,Japan,referral,0,0,0,0
12277253.8618464129,desktop,India,(none),0,0,0,0
12282246.7788288134,desktop,United States,organic,1,0,0,0
12744930.3846672522,desktop,United States,(none),0,0,0,0
12807347.4865253915,mobile,United States,(none),0,0,0,0
12895226.6546444832,desktop,United States,organic,0,0,0,0
12920487.3162631883,mobile,United States,organic,0,0,0,0
12990955.5495133684,desktop,Indonesia,<Other>,2,0,0,0
13028055.1736720593,mobile,United States,referral,1,0,0,0
13114682.6865230366,desktop,India,organic,1,0,0,0
13160788.0952681981,mobile,United States,(none),0,0,0,0
13254175.2150967379,desktop,United States,cpc,0,0,0,0
13269863.6011597975,mobile,Venezuela,referral,2,0,0,0
13460903.5450788664,desktop,Canada,organic,0,0,0,0
13479341.1077035732,mobile,Netherlands,referral,0,0,0,0
14264393.7455510874,mobile,Mexico,organic,0,0,0,0
14500456.0894447259,desktop,(not set),cpc,0,0,0,0
14562147.3367491024,desktop,United States,organic,0,0,0,0
14666621.0080455620,mobile,Turkey,(none),0,0,0,0
14876866.3538394640,desktop,Malaysia,organic,0,0,0,0
14901376.5977503454,desktop,United States,<Other>,0,0,0,0
15011677.6480118101,desktop,United States,organic,0,0,0,0
15015562.5709308343,desktop,United States,referral,0,0,0,0
15039588.9638997123,mobile,Philippines,referral,1,0,0,0
15108619.6160746326,desktop,Ireland,referral,0,0,0,0
15416423.1839923086,desktop,India,<Other>,0,0,0,0
15486604.4752248742,desktop,United States,referral,0,0,0,0
15580968.4494519830,desktop,Romania,referral,1,0,0,0
15678536.2660664380,desktop,United States,(none),0,0,0,0
15701150.5639470170,mobile,United States,organic,0,0,0,0
15725601.2103376137,desktop,Czechia,organic,0,0,0,0
15788316.0184641739,desktop,United States,(data deleted),0,0,0,0
15850271.4842440997,desktop,Bangladesh,<Other>,0,0,0,0
16020651.8105455648,mobile,United States,referral,6,0,0,0
16446329.1232298364,desktop,United States,<Other>,0,0,0,0
16516168.1141798183,desktop,United States,(none),0,0,0,0
16667459.2673647515,desktop,France,organic,0,0,0,0
16715160.6442292467,desktop,Pakistan,(none),0,0,0,0
16786582.7245725272,desktop,Indonesia,<Other>,0,0,0,0
16906465.8884848414,mobile,China,(none),0,0,0,0
17077240.5970694424,desktop,Australia,<Other>,0,0,0,0
17275649.0223454253,mobile,United States,organic,2,0,0,0
17289427.0954027017,desktop,Taiwan,<Other>,0,0,0,0
17461692.9454555913,desktop,United States,(none),0,0,0,0
17581127.0239653928,mobile,United States,<Other>,0,0,0,0
17611904.0835395982,mobile,United States,organic,0,0,0,0
17702591.5763865673,mobile,United States,organic,0,0,0,0
17829165.8694191080,desktop,Turkey,(data deleted),1,0,0,0
18115332.3495347586,desktop,Spain,<Other>,0,0,0,0
18171656.8464996756,desktop,United Kingdom,referral,0,0,0,0
18337250.2226762110,mobile,United States,referral,0,0,0,0
18446289.8695084323,desktop,United States,cpc,0,0,0,0
18459690.7840592081,desktop,United States,<Other>,0,0,0,0
18790881.5538365521,desktop,United States,<Other>,0,0,0,0
18932571.8693153630,desktop,United States,referral,4,0,0,0
19072463.9539936352,mobile,United States,organic,0,0,0,0
19149714.8995244568,desktop,Norway,referral,0,0,0,0
19369839.9047731308,desktop,United States,(none),0,0,0,0
19415352.8566781316,mobile,India,organic,0,0,0,0
19497401.8594144459,mobile,Brazil,<Other>,0,0,0,0
19890560.3944414746,mobile,United States,(none),0,0,0,0
19902125.5242931981,mobile,United States,organic,0,0,0,0
19979893.5077047808,mobile,United States,organic,0,0,0,0
20097626.4257153179,desktop,United States,<Other>,13,0,1,0
20225901.2274125808,desktop,Brazil,organic,40,0,0,0
20272269.9055348877,mobile,United States,referral,0,0,0,0
20501852.9826516753,mobile,France,organic,0,0,0,0
20666637.5731772257,desktop,Belgium,organic,0,0,0,0
20874571.4846904995,desktop,United States,organic,0,0,0,0
21052901.9265597996,desktop,Israel,(none),0,0,0,0
21425721.9784921329,desktop,India,referral,5,0,1,0
21824543.5838078324,desktop,United States,(none),0,0,0,0
21920014.3512588535,desktop,United Kingdom,referral,0,0,0,0
21920860.6007972467,mobile,United States,<Other>,0,0,0,0
22200513.8720125196,desktop,United States,(none),3,0,1,0
22339086.1964514215,desktop,United States,<Other>,0,0,0,0
22596821.2910130467,mobile,Singapore,organic,0,0,0,0
22681964.9045193039,mobile,United States,cpc,0,0,0,0
22791291.4341527579,mobile,United States,organic,0,0,0,0
23196498.1968482765,mobile,Italy,organic,0,0,0,0
25254909.8388613720,mobile,Hong Kong,<Other>,0,0,0,0
25436942.0840933728,desktop,United States,<Other>,2,0,0,0
25561168.3142240248,desktop,United States,organic,0,0,0,0
25835095.9959128523,mobile,India,referral,1,0,0,0
25875948.4364712329,mobile,Canada,(none),1,0,0,0
25971570.1336663713,mobile,United States,organic,0,0,0,0
26025218.0052930242,tablet,United States,<Other>,13,0,0,0
26420882.9173190989,desktop,United States,(none),0,0,0,0
27166199.4809608256,mobile,Philippines,<Other>,0,0,0,0
27561053.0859597448,desktop,United States,organic,12,0,1,1
27588316.7724123588,desktop,United States,organic,0,0,0,0
27754794.4046505931,desktop,India,organic,3,0,1,1
27763096.5552948149,desktop,United States,organic,2,0,0,0
27778536.7644345130,desktop,United States,referral,3,0,0,0
27835829.9573440899,desktop,United States,organic,1,0,0,0
28081388.2204467334,mobile,United States,organic,14,0,0,0
28291638.2516541861,desktop,Taiwan,referral,0,0,0,0
28377118.7289697160,mobile,Thailand,(none),9,0,0,0
28500481.1452013937,desktop,United States,cpc,1,0,0,0
28505449.6406522222,desktop,United States,organic,0,0,0,0
28725703.6739734939,desktop,Hong Kong,(none),1,0,0,0
28726237.9251529892,mobile,United States,<Other>,0,0,0,0
28880413.1998663795,desktop,United States,(none),0,0,0,0
28916400.9213822241,desktop,Indonesia,referral,3,0,0,0
29199646.6136894506,desktop,United States,referral,0,0,0,0
29302721.2971063118,mobile,United States,(none),3,0,0,0
29376112.7301893044,mobile,United States,organic,0,0,0,0
29611024.2649161158,desktop,Taiwan,referral,0,0,0,0
29714007.0633566135,desktop,United States,<Other>,1,0,0,0
29762503.8320183642,mobile,United States,<Other>,0,0,0,0
30451873.1143463419,desktop,India,organic,0,0,0,0
30637484.7967228714,desktop,United States,(none),0,0,0,0
30955668.8139259225,mobile,Canada,referral,0,0,0,0
31163611.2037144018,desktop,Colombia,organic,1,0,0,0
31214787.8810203812,tablet,Malaysia,organic,3,0,1,0
31343480.9159990044,mobile,India,organic,0,0,0,0
31356181.3453303826,desktop,United States,referral,0,0,0,0
31733035.2669032906,mobile,United States,referral,0,0,0,0
31991400.2724963161,desktop,Canada,organic,1,0,0,0
32067681.0191532748,mobile,United States,<Other>,0,0,0,0
32099713.6035521204,mobile,India,referral,0,0,0,0
32489744.4413296523,mobile,United States,(none),0,0,0,0
32580058.2999959684,mobile,United States,organic,0,0,0,0
32797405.9739037103,mobile,Mexico,organic,0,0,0,0
32858298.6274773155,mobile,Canada,organic,54,0,1,0
32883571.7545754947,desktop,United Kingdom,cpc,1,0,0,0
33340956.8999791995,mobile,United States,organic,0,0,0,0
33391701.7219441691,desktop,France,<Other>,0,0,0,0
33535747.2674764887,mobile,Croatia,referral,0,0,0,0
33693351.7327811341,desktop,Canada,referral,11,0,0,0
33733559.9194652657,desktop,United States,cpc,0,0,0,0
33865591.7079898989,desktop,Spain,(none),0,0,0,0
33942926.6102969838,desktop,Austria,<Other>,0,0,0,0
33972296.2367908880,mobile,Japan,(none),0,0,0,0
34144336.4341951865,mobile,Taiwan,organic,4,0,0,0
34432343.5862812152,mobile,South Korea,<Other>,0,0,0,0
34500148.5867074267,desktop,Poland,referral,0,0,0,0
34555429.9285123971,desktop,Taiwan,(none),0,0,0,0
34782570.4575940901,mobile,India,organic,0,0,0,0
34865325.6278174437,mobile,United States,organic,0,0,0,0
34871022.4994184867,desktop,Canada,(none),0,0,0,0
34900165.8429756977,mobile,United States,(none),3,0,0,0
35351917.7825339303,desktop,United States,<Other>,0,0,0,0
35390007.2311822858,desktop,United States,organic,0,0,0,0
35581876.0627990523,desktop,United States,<Other>,9,0,1,0
35832441.0495762736,desktop,United Kingdom,referral,0,0,0,0
35910152.4891218786,desktop,United States,(none),12,0,0,0
35952102.1933256630,desktop,United Kingdom,organic,0,0,0,0
35985282.1519347574,desktop,United States,organic,4,0,0,0
36050686.6968757815,desktop,United States,organic,0,0,0,0
36092944.7415071329,desktop,United Kingdom,<Other>,0,0,0,0
36204664.5576588370,mobile,Italy,organic,0,0,0,0
36239665.6315641548,desktop,Taiwan,organic,0,0,0,0
36311260.0116171521,mobile,United States,organic,0,0,0,0
36325273.9000296499,desktop,United States,organic,0,0,0,0
36352642.4001226379,desktop,United Arab Emirates,(none),3,0,0,0
36372064.2436461121,mobile,United States,(none),0,0,0,0
36526936.8092048977,desktop,Canada,referral,0,0,0,0
36687306.5469426240,desktop,India,referral,0,0,0,0
36794743.0115266107,mobile,India,organic,58,0,1,1
36813683.5988462901,mobile,United States,(none),0,0,0,0
36870744.3973886953,desktop,Brazil,(none),0,0,0,0
36969776.5859587862,mobile,Ukraine,referral,0,0,0,0
37092551.9544061942,mobile,United States,(none),0,0,0,0
37096444.6333826858,mobile,United Kingdom,organic,0,0,0,0
37217478.4987566720,desktop,Taiwan,organic,0,0,0,0
37253051.3877498770,mobile,Italy,<Other>,2,0,0,0
37355717.2317782851,desktop,United States,organic,0,0,0,0
37412788.6977261853,desktop,South Korea,referral,1,0,0,0
37581695.7132113749,desktop,Germany,organic,0,0,0,0
37632007.4008185229,tablet,United States,referral,1,0,0,0
37654109.5919158255,mobile,India,referral,0,0,0,0
37695091.7327395863,mobile,Australia,(none),2,0,1,0
37700317.8190604170,desktop,Austria,organic,0,0,0,0
37719492.8801896985,desktop,Hungary,referral,1,0,0,0
37721026.2966779264,mobile,Canada,(none),0,0,0,0
38134029.1577248508,mobile,Taiwan,referral,0,0,0,0
38544227.0170550557,desktop,Japan,organic,0,0,0,0
38796069.8696470170,desktop,Indonesia,referral,0,0,0,0
38862488.3157542158,desktop,Malaysia,(none),0,0,0,0
38920832.3427326551,mobile,Australia,(none),0,0,0,0
38938585.1083904495,desktop,United States,(none),4,0,0,0
39616324.6320628388,mobile,Canada,<Other>,9,0,0,0
39955932.0336345779,desktop,United States,organic,1,0,0,0
40054273.3067051519,desktop,United States,organic,0,0,0,0
40342120.7617185087,mobile,India,referral,0,0,0,0
40598810.1985908426,desktop,Israel,<Other>,0,0,0,0
40776676.2223412008,mobile,China,<Other>,0,0,0,0
40824497.3299216935,desktop,Thailand,(none),4,0,0,0
40858438.6822938539,desktop,Canada,referral,6,0,1,1
41025576.9669040253,desktop,United States,organic,0,0,0,0
41165143.5988322550,desktop,France,cpc,0,0,0,0
41167693.9914873153,desktop,United States,(none),0,0,0,0
41219861.0962256916,desktop,Taiwan,organic,5,0,3,1
41524670.5047491227,mobile,United Kingdom,organic,56,0,1,0
41595082.7960102854,desktop,Belgium,<Other>,0,0,0,0
41652038.3387885915,mobile,United States,(data deleted),1,0,0,0
41685798.5023992769,mobile,United States,organic,0,0,0,0
41689096.3958795492,desktop,United States,referral,8,0,2,0
41896921.7521478981,mobile,Thailand,organic,0,0,0,0
42100647.8757640924,desktop,Hong Kong,(none),1,0,0,0
42601388.4082416126,desktop,Estonia,(none),0,0,0,0
42980702.2926495841,desktop,United States,referral,10,0,1,0
43157926.8047792627,desktop,South Africa,organic,15,0,0,0
43231921.0843399924,mobile,Canada,organic,1,0,0,0
43243347.2746254106,desktop,United States,cpc,58,0,1,0
43436463.1875882893,desktop,United States,organic,0,0,0,0
43631926.7517209323,tablet,India,referral,0,0,0,0
43706025.2076810919,mobile,United States,referral,0,0,0,0
43722051.9728222393,desktop,United Kingdom,organic,0,0,0,0
43831257.8322201942,mobile,Australia,organic,0,0,0,0
43962550.7916414376,mobile,United States,(none),0,0,0,0
44200952.7457078057,desktop,Singapore,organic,4,0,0,0
44301710.0729913754,desktop,United States,(none),0,0,0,0
44309457.8663669670,desktop,Jordan,(none),0,0,0,0
44320733.6724631582,mobile,India,referral,0,0,0,0
44362727.2618230299,mobile,United States,organic,0,0,0,0
44843830.7602665941,desktop,Ireland,referral,3,0,0,0
44930530.6365251333,mobile,United States,referral,0,0,0,0
44986310.8222186137,mobile,Lithuania,referral,1,0,0,0
45006135.0456207742,mobile,Germany,referral,0,0,0,0
45007260.2889369205,mobile,India,(none),0,0,0,0
45014630.1931836606,desktop,Norway,organic,5,0,1,0
45029921.6995353156,desktop,United States,<Other>,0,0,0,0
45359813.9252507758,mobile,India,organic,0,0,0,0
45361529.8625829155,mobile,Brazil,<Other>,0,0,0,0
45415848.5039650618,desktop,Peru,organic,0,0,0,0
45422145.0860599543,mobile,United States,(none),2,0,0,0
45701473.5519050772,desktop,India,referral,0,0,0,0
45763015.7938486078,mobile,France,(none),0,0,0,0
45797964.8812732644,mobile,Colombia,organic,1,0,0,0
45906702.6783535205,mobile,Netherlands,cpc,0,0,0,0
45911317.3713805128,mobile,Germany,referral,0,0,0,0
46255830.4729328958,desktop,United Kingdom,organic,0,0,0,0
46627693.5939349341,desktop,United States,<Other>,4,0,0,0
46818337.0976808855,desktop,United States,referral,0,0,0,0
46827459.6188100838,desktop,Italy,(none),0,0,0,0
46992300.1141913500,mobile,United States,(none),0,0,0,0
47098026.5960098767,mobile,Taiwan,<Other>,0,0,0,0
47401510.8935023113,tablet,Israel,referral,0,0,0,0
47461979.2826782876,desktop,United States,organic,0,0,0,0
47604125.6375976952,desktop,United States,referral,1,0,2,1
47668041.0748579152,tablet,Japan,(none),0,0,0,0
47857963.5140629726,mobile,United States,organic,0,0,0,0
47980797.5568477347,desktop,United States,(none),0,0,0,0
48057209.9132667537,desktop,United States,(none),0,0,0,0
48060865.0629608841,desktop,India,organic,0,0,0,0
48154162.5010970818,desktop,Canada,organic,6,6,4,1
48231140.0269557611,desktop,United Kingdom,organic,2,0,0,0
48407642.8654939243,tablet,United States,organic,2,0,0,0
48681613.6438415493,desktop,Finland,organic,0,0,0,0
48690831.4370354021,desktop,South Korea,organic,1,0,0,0
49178189.7976216998,mobile,Portugal,organic,0,0,0,0
49521613.8078929568,mobile,United States,<Other>,0,0,0,0
49717013.5909246229,mobile,United States,organic,1,0,0,0
49760880.9459875386,desktop,India,organic,0,0,0,0
49831654.4389248060,desktop,Australia,(none),0,0,0,0
49850971.3131810949,mobile,United States,organic,1,0,0,0
50142249.8738962955,desktop,United States,organic,0,0,0,0
50275732.9550123784,mobile,United States,organic,0,0,0,0
50518519.6573501128,desktop,India,cpc,0,0,0,0
50569391.9821059153,desktop,Germany,(none),0,0,0,0
50712319.7314254794,mobile,United Kingdom,(none),0,0,0,0
50725646.9290345522,mobile,Belgium,referral,4,0,3,1
50963639.3470804719,desktop,Canada,(none),0,0,0,0
50984125.8147402513,desktop,United States,organic,0,0,0,0
51159866.9249625807,desktop,Netherlands,referral,0,0,0,0
51279678.4972450267,desktop,United States,organic,0,0,0,0
51321378.2534471764,desktop,India,(none),0,0,0,0
51366361.0300006458,desktop,Czechia,organic,0,0,0,0
51406583.8111045348,desktop,United States,(none),1,0,0,0
51439403.3943283169,desktop,Israel,<Other>,0,0,0,0
51470843.4813281676,mobile,United States,(none),0,0,0,0
51513254.0825535793,desktop,United Kingdom,referral,1,0,0,0
51742484.6869641018,mobile,United States,<Other>,0,0,0,0
51748745.2328856527,desktop,United States,<Other>,0,0,0,0
51835352.2521633138,mobile,Germany,referral,8,0,0,0
52069470.6755688410,mobile,United States,<Other>,0,0,0,0
52162069.4315750284,mobile,United States,(none),1,0,0,0
52211876.3409351385,desktop,United States,referral,0,0,0,0
52243661.3563073849,desktop,Turkey,referral,0,0,0,0
52291520.6453847973,desktop,United States,organic,0,0,0,0
52911941.3049509484,desktop,Spain,organic,0,0,0,0
53032448.0456415388,desktop,United States,referral,51,0,4,1
53204197.4547159484,mobile,Italy,(none),0,0,0,0
53303296.5879867401,desktop,United States,referral,0,0,0,0
53305278.7623463786,desktop,Canada,organic,0,0,0,0
53333754.3723146951,desktop,Argentina,referral,0,0,0,0
53644274.3578799841,desktop,India,<Other>,2,0,0,0
53834900.1799466892,mobile,Finland,(none),0,0,0,0
53882477.9390184735,desktop,Canada,(none),0,0,0,0
53921648.1185213038,mobile,United States,organic,0,0,0,0
54270744.0444325197,desktop,United States,organic,0,0,0,0
54492366.7227917648,desktop,Canada,<Other>,0,0,0,0
54602171.8833991694,mobile,United States,referral,0,0,0,0
55025219.4072960583,mobile,United States,organic,4,0,0,0
55041175.7735034688,desktop,Germany,<Other>,0,0,0,0
55212221.8517577707,desktop,Taiwan,referral,0,0,0,0
55248068.7340409398,desktop,United States,referral,0,0,0,0
55610836.1235657597,desktop,United States,(none),0,0,0,0
55770575.3535771348,desktop,United States,<Other>,1,0,0,0
55788949.0943699141,mobile,United Kingdom,<Other>,0,0,0,0
55958032.2600537314,mobile,United States,organic,0,0,0,0
56041527.7299310106,desktop,United States,referral,0,0,0,0
56088567.8817206906,desktop,United States,organic,0,0,0,0
56150864.7100376006,desktop,United States,(none),0,0,0,0
56293890.1487399791,desktop,Taiwan,organic,2,0,1,1
56316412.2449492304,mobile,United States,organic,0,0,0,0
56393420.9997391899,desktop,India,(none),0,0,0,0
56680223.1796110918,mobile,Canada,(none),0,0,0,0
57199037.4161022780,desktop,United States,organic,0,0,0,0
57510025.3568893367,desktop,United States,organic,5,0,1,0
57760286.6320797705,desktop,United States,(none),1,0,0,0
57782366.5469942396,mobile,Canada,<Other>,0,0,0,0
58123850.8798242827,mobile,Japan,organic,2,0,0,0
58422361.3604222482,tablet,Indonesia,organic,0,0,0,0
58471904.4051174276,desktop,United Kingdom,(none),0,0,0,0
58682534.4226961369,desktop,United States,referral,0,0,0,0
58701839.8675081357,desktop,United Arab Emirates,referral,11,0,3,0
58779809.4128926013,desktop,United Kingdom,referral,0,0,0,0
